# uid	ticker	name	region	category	provider	datasource	symbol	frequency	uid	foreign_currency	domestic_currency	bbid	maturity	type
2096	TWUSN1Y	Taiwanese Dollar To United States Dollar 1 Year Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN1Y	B	2096	USD	TWD	USDTWD	1y	Outright
2097	TWUSN2M	Taiwanese Dollar To United States Dollar 2 Month Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN2M	B	2097	USD	TWD	USDTWD	2m	Outright
2098	TWUSN2Y	Taiwanese Dollar To United States Dollar 2 Year Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN2Y	B	2098	USD	TWD	USDTWD	2y	Outright
2099	TWUSN3M	Taiwanese Dollar To United States Dollar 3 Month Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN3M	B	2099	USD	TWD	USDTWD	3m	Outright
2100	TWUSN6M	Taiwanese Dollar To United States Dollar 6 Month Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN6M	B	2100	USD	TWD	USDTWD	6m	Outright
2101	TWUSN9M	Taiwanese Dollar To United States Dollar 9 Month Forward	Taiwan	FX	WM/Refinitiv	Datastream	TWUSN9M	B	2101	USD	TWD	USDTWD	9m	Outright
2102	TWUSNSW	Taiwanese Dollar To United States Dollar Spot-Week	Taiwan	FX	WM/Refinitiv	Datastream	TWUSNSW	B	2102	USD	TWD	USDTWD	SW	Outright
2103	UKUSD1F	United Kingdom Pound To United States Dollar 1 Month Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD1F	B	2103	USD	GBP	USDGBP	1m	Outright
2104	UKUSD2F	United Kingdom Pound To United States Dollar 2 Month Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD2F	B	2104	USD	GBP	USDGBP	2m	Outright
2105	UKUSD2Y	United Kingdom Pound To United States Dollar 2 Year Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD2Y	B	2105	USD	GBP	USDGBP	2y	Outright
2106	UKUSD3F	United Kingdom Pound To United States Dollar 3 Month Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD3F	B	2106	USD	GBP	USDGBP	3m	Outright
2107	UKUSD5Y	United Kingdom Pound To United States Dollar 5 Year Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD5Y	B	2107	USD	GBP	USDGBP	5y	Outright
2108	UKUSD6F	United Kingdom Pound To United States Dollar 6 Month Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD6F	B	2108	USD	GBP	USDGBP	6m	Outright
2109	UKUSD9F	United Kingdom Pound To United States Dollar 9 Month Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSD9F	B	2109	USD	GBP	USDGBP	9m	Outright
2110	UKUSDON	United Kingdom Pound To United States Dollar Overnight	United Kingdom	FX	Refinitiv	Datastream	UKUSDON	B	2110	USD	GBP	USDGBP	ON	Outright
2111	UKUSDTN	United Kingdom Pound To United States Dollar Tomorrow-Next	United Kingdom	FX	Refinitiv	Datastream	UKUSDTN	B	2111	USD	GBP	USDGBP	TN	Outright
2112	UKUSDWF	United Kingdom Pound To United States Dollar 1 Week Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSDWF	B	2112	USD	GBP	USDGBP	1w	Outright
2113	UKUSDYF	United Kingdom Pound To United States Dollar 1 Year Forward	United Kingdom	FX	Refinitiv	Datastream	UKUSDYF	B	2113	USD	GBP	USDGBP	1y	Outright
2114	USATS1F	Austrian Schilling To United States Dollar 1 Month Forward	Austria	FX	WM/Refinitiv	Datastream	USATS1F	B	2114	USD	ATS	USDATS	1m	Outright
2115	USATS2F	Austrian Schilling To United States Dollar 2 Month Forward	Austria	FX	WM/Refinitiv	Datastream	USATS2F	B	2115	USD	ATS	USDATS	2m	Outright
2116	USATS2Y	Austrian Schilling To United States Dollar 2 Year Forward	Austria	FX	WM/Refinitiv	Datastream	USATS2Y	B	2116	USD	ATS	USDATS	2y	Outright
2117	USATS3F	Austrian Schilling To United States Dollar 3 Month Forward	Austria	FX	WM/Refinitiv	Datastream	USATS3F	B	2117	USD	ATS	USDATS	3m	Outright
2118	USATS5Y	Austrian Schilling To United States Dollar 5 Year Forward	Austria	FX	WM/Refinitiv	Datastream	USATS5Y	B	2118	USD	ATS	USDATS	5y	Outright
2119	USATS6F	Austrian Schilling To United States Dollar 6 Month Forward	Austria	FX	WM/Refinitiv	Datastream	USATS6F	B	2119	USD	ATS	USDATS	6m	Outright
2120	USATS9F	Austrian Schilling To United States Dollar 9 Month Forward	Austria	FX	WM/Refinitiv	Datastream	USATS9F	B	2120	USD	ATS	USDATS	9m	Outright
2121	USATSON	Austrian Schilling To United States Dollar Overnight	Austria	FX	WM/Refinitiv	Datastream	USATSON	B	2121	USD	ATS	USDATS	ON	Outright
2122	USATSTN	Austrian Schilling To United States Dollar Tomorrow-Next	Austria	FX	WM/Refinitiv	Datastream	USATSTN	B	2122	USD	ATS	USDATS	TN	Outright
2123	USATSWF	Austrian Schilling To United States Dollar Spot-Week	Austria	FX	WM/Refinitiv	Datastream	USATSWF	B	2123	USD	ATS	USDATS	SW	Outright
2124	USATSYF	Austrian Schilling To United States Dollar 1 Year Forward	Austria	FX	WM/Refinitiv	Datastream	USATSYF	B	2124	USD	ATS	USDATS	1y	Outright
2125	USAUD1F	United States Dollar To Australian Dollar 1 Month Forward	United States	FX	WM/Refinitiv	Datastream	USAUD1F	B	2125	AUD	USD	AUDUSD	1m	Outright
2126	USAUD2F	United States Dollar To Australian Dollar 2 Month Forward	United States	FX	WM/Refinitiv	Datastream	USAUD2F	B	2126	AUD	USD	AUDUSD	2m	Outright
2127	USAUD2Y	United States Dollar To Australian Dollar 2 Year Forward	United States	FX	WM/Refinitiv	Datastream	USAUD2Y	B	2127	AUD	USD	AUDUSD	2y	Outright
2128	USAUD3F	United States Dollar To Australian Dollar 3 Month Forward	United States	FX	WM/Refinitiv	Datastream	USAUD3F	B	2128	AUD	USD	AUDUSD	3m	Outright
2129	USAUD5Y	United States Dollar To Australian Dollar 5 Year Forward	United States	FX	WM/Refinitiv	Datastream	USAUD5Y	B	2129	AUD	USD	AUDUSD	5y	Outright
2130	USAUD6F	United States Dollar To Australian Dollar 6 Month Forward	United States	FX	WM/Refinitiv	Datastream	USAUD6F	B	2130	AUD	USD	AUDUSD	6m	Outright
2131	USAUD9F	United States Dollar To Australian Dollar 9 Month Forward	United States	FX	WM/Refinitiv	Datastream	USAUD9F	B	2131	AUD	USD	AUDUSD	9m	Outright
2132	USAUDON	United States Dollar To Australian Dollar Overnight	United States	FX	WM/Refinitiv	Datastream	USAUDON	B	2132	AUD	USD	AUDUSD	ON	Outright
2133	USAUDTN	United States Dollar To Australian Dollar Tomorrow-Next	United States	FX	WM/Refinitiv	Datastream	USAUDTN	B	2133	AUD	USD	AUDUSD	TN	Outright
2134	USAUDWF	United States Dollar To Australian Dollar Spot-Week	United States	FX	WM/Refinitiv	Datastream	USAUDWF	B	2134	AUD	USD	AUDUSD	SW	Outright
2135	USAUDYF	United States Dollar To Australian Dollar 1 Year Forward	United States	FX	WM/Refinitiv	Datastream	USAUDYF	B	2135	AUD	USD	AUDUSD	1y	Outright
2136	USAUSCH	Austrian Schilling To United States Dollar Spot	Austria	FX	GTIS - FTID/TR	Datastream	USAUSCH	B	2136	USD	ATS	USDATS	0m	Outright
2137	USAUSTR	Australian Dollar To United States Dollar Spot	Australia	FX	GTIS - FTID/TR	Datastream	USAUSTR	B	2137	USD	AUD	USDAUD	0m	Outright
2138	USBEF1F	Belgian Franc To United States Dollar 1 Month Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF1F	B	2138	USD	BEF	USDBEF	1m	Outright
2139	USBEF2F	Belgian Franc To United States Dollar 2 Month Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF2F	B	2139	USD	BEF	USDBEF	2m	Outright
2140	USBEF2Y	Belgian Franc To United States Dollar 2 Year Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF2Y	B	2140	USD	BEF	USDBEF	2y	Outright
2141	USBEF3F	Belgian Franc To United States Dollar 3 Month Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF3F	B	2141	USD	BEF	USDBEF	3m	Outright
2142	USBEF5Y	Belgian Franc To United States Dollar 5 Year Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF5Y	B	2142	USD	BEF	USDBEF	5y	Outright
2143	USBEF6F	Belgian Franc To United States Dollar 6 Month Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF6F	B	2143	USD	BEF	USDBEF	6m	Outright
2144	USBEF9F	Belgian Franc To United States Dollar 9 Month Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEF9F	B	2144	USD	BEF	USDBEF	9m	Outright
2145	USBEFON	Belgian Franc To United States Dollar Overnight	Belgium	FX	WM/Refinitiv	Datastream	USBEFON	B	2145	USD	BEF	USDBEF	ON	Outright
2146	USBEFTN	Belgian Franc To United States Dollar Tomorrow-Next	Belgium	FX	WM/Refinitiv	Datastream	USBEFTN	B	2146	USD	BEF	USDBEF	TN	Outright
2147	USBEFWF	Belgian Franc To United States Dollar Spot-Week	Belgium	FX	WM/Refinitiv	Datastream	USBEFWF	B	2147	USD	BEF	USDBEF	SW	Outright
2148	USBEFYF	Belgian Franc To United States Dollar 1 Year Forward	Belgium	FX	WM/Refinitiv	Datastream	USBEFYF	B	2148	USD	BEF	USDBEF	1y	Outright
2149	USBELCM	Belgian Franc To United States Dollar Spot	Belgium	FX	GTIS - FTID/TR	Datastream	USBELCM	B	2149	USD	BEF	USDBEF	0m	Outright
2150	USBRAZL	Brazilian Real To United States Dollar Spot	Brazil	FX	GTIS - FTID/TR	Datastream	USBRAZL	B	2150	USD	BRL	USDBRL	0m	Outright
2151	USBRL1F	Brazilian Real To United States Dollar 1 Month Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL1F	B	2151	USD	BRL	USDBRL	1m	Outright
2152	USBRL1W	Brazilian Real To United States Dollar Spot-Week	Brazil	FX	WM/Refinitiv	Datastream	USBRL1W	B	2152	USD	BRL	USDBRL	SW	Outright
2153	USBRL1Y	Brazilian Real To United States Dollar 1 Year Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL1Y	B	2153	USD	BRL	USDBRL	1y	Outright
2154	USBRL2F	Brazilian Real To United States Dollar 2 Month Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL2F	B	2154	USD	BRL	USDBRL	2m	Outright
2155	USBRL2Y	Brazilian Real To United States Dollar 2 Year Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL2Y	B	2155	USD	BRL	USDBRL	2y	Outright
2156	USBRL3F	Brazilian Real To United States Dollar 3 Month Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL3F	B	2156	USD	BRL	USDBRL	3m	Outright
2157	USBRL6F	Brazilian Real To United States Dollar 6 Month Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL6F	B	2157	USD	BRL	USDBRL	6m	Outright
2158	USBRL9F	Brazilian Real To United States Dollar 9 Month Forward	Brazil	FX	WM/Refinitiv	Datastream	USBRL9F	B	2158	USD	BRL	USDBRL	9m	Outright
2159	USCAD1F	Canadian Dollar To United States Dollar 1 Month Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD1F	B	2159	USD	CAD	USDCAD	1m	Outright
2160	USCAD2F	Canadian Dollar To United States Dollar 2 Month Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD2F	B	2160	USD	CAD	USDCAD	2m	Outright
2161	USCAD2Y	Canadian Dollar To United States Dollar 2 Year Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD2Y	B	2161	USD	CAD	USDCAD	2y	Outright
2162	USCAD3F	Canadian Dollar To United States Dollar 3 Month Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD3F	B	2162	USD	CAD	USDCAD	3m	Outright
2163	USCAD5Y	Canadian Dollar To United States Dollar 5 Year Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD5Y	B	2163	USD	CAD	USDCAD	5y	Outright
2164	USCAD6F	Canadian Dollar To United States Dollar 6 Month Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD6F	B	2164	USD	CAD	USDCAD	6m	Outright
2165	USCAD9F	Canadian Dollar To United States Dollar 9 Month Forward	Canada	FX	WM/Refinitiv	Datastream	USCAD9F	B	2165	USD	CAD	USDCAD	9m	Outright
2166	USCADON	Canadian Dollar To United States Dollar Overnight	Canada	FX	WM/Refinitiv	Datastream	USCADON	B	2166	USD	CAD	USDCAD	ON	Outright
2167	USCADTN	Canadian Dollar To United States Dollar Tomorrow-Next	Canada	FX	WM/Refinitiv	Datastream	USCADTN	B	2167	USD	CAD	USDCAD	TN	Outright
2168	USCADWF	Canadian Dollar To United States Dollar Spot-Week	Canada	FX	WM/Refinitiv	Datastream	USCADWF	B	2168	USD	CAD	USDCAD	SW	Outright
2169	USCADYF	Canadian Dollar To United States Dollar 1 Year Forward	Canada	FX	WM/Refinitiv	Datastream	USCADYF	B	2169	USD	CAD	USDCAD	1y	Outright
2170	USCDNDL	Canadian Dollar To United States Dollar Spot	Canada	FX	GTIS - FTID/TR	Datastream	USCDNDL	B	2170	USD	CAD	USDCAD	0m	Outright
2171	USCHF1F	Swiss Franc To United States Dollar 1 Month Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF1F	B	2171	USD	CHF	USDCHF	1m	Outright
2172	USCHF2F	Swiss Franc To United States Dollar 2 Month Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF2F	B	2172	USD	CHF	USDCHF	2m	Outright
2173	USCHF2Y	Swiss Franc To United States Dollar 2 Year Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF2Y	B	2173	USD	CHF	USDCHF	2y	Outright
2174	USCHF3F	Swiss Franc To United States Dollar 3 Month Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF3F	B	2174	USD	CHF	USDCHF	3m	Outright
2175	USCHF5Y	Swiss Franc To United States Dollar 5 Year Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF5Y	B	2175	USD	CHF	USDCHF	5y	Outright
2176	USCHF6F	Swiss Franc To United States Dollar 6 Month Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF6F	B	2176	USD	CHF	USDCHF	6m	Outright
2177	USCHF9F	Swiss Franc To United States Dollar 9 Month Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHF9F	B	2177	USD	CHF	USDCHF	9m	Outright
2178	USCHFON	Swiss Franc To United States Dollar Overnight	Switzerland	FX	WM/Refinitiv	Datastream	USCHFON	B	2178	USD	CHF	USDCHF	ON	Outright
2179	USCHFTN	Swiss Franc To United States Dollar Tomorrow-Next	Switzerland	FX	WM/Refinitiv	Datastream	USCHFTN	B	2179	USD	CHF	USDCHF	TN	Outright
2180	USCHFWF	Swiss Franc To United States Dollar Spot-Week	Switzerland	FX	WM/Refinitiv	Datastream	USCHFWF	B	2180	USD	CHF	USDCHF	SW	Outright
2181	USCHFYF	Swiss Franc To United States Dollar 1 Year Forward	Switzerland	FX	WM/Refinitiv	Datastream	USCHFYF	B	2181	USD	CHF	USDCHF	1y	Outright
2182	USCZECK	Czech Koruna To United States Dollar Spot	Czech Republic	FX	GTIS - FTID/TR	Datastream	USCZECK	B	2182	USD	CZK	USDCZK	0m	Outright
2183	USCZK1F	Czech Koruna To United States Dollar 1 Month Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK1F	B	2183	USD	CZK	USDCZK	1m	Outright
2184	USCZK2F	Czech Koruna To United States Dollar 2 Month Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK2F	B	2184	USD	CZK	USDCZK	2m	Outright
2185	USCZK2Y	Czech Koruna To United States Dollar 2 Year Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK2Y	B	2185	USD	CZK	USDCZK	2y	Outright
2186	USCZK3F	Czech Koruna To United States Dollar 3 Month Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK3F	B	2186	USD	CZK	USDCZK	3m	Outright
2187	USCZK6F	Czech Koruna To United States Dollar 6 Month Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK6F	B	2187	USD	CZK	USDCZK	6m	Outright
2188	USCZK9F	Czech Koruna To United States Dollar 9 Month Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZK9F	B	2188	USD	CZK	USDCZK	9m	Outright
2189	USCZKON	Czech Koruna To United States Dollar Overnight	Czech Republic	FX	WM/Refinitiv	Datastream	USCZKON	B	2189	USD	CZK	USDCZK	ON	Outright
2190	USCZKTN	Czech Koruna To United States Dollar Tomorrow-Next	Czech Republic	FX	WM/Refinitiv	Datastream	USCZKTN	B	2190	USD	CZK	USDCZK	TN	Outright
2191	USCZKWF	Czech Koruna To United States Dollar Spot-Week	Czech Republic	FX	WM/Refinitiv	Datastream	USCZKWF	B	2191	USD	CZK	USDCZK	SW	Outright
2192	USCZKYF	Czech Koruna To United States Dollar 1 Year Forward	Czech Republic	FX	WM/Refinitiv	Datastream	USCZKYF	B	2192	USD	CZK	USDCZK	1y	Outright
2193	USDANKR	Danish Krone To United States Dollar Spot	Denmark	FX	GTIS - FTID/TR	Datastream	USDANKR	B	2193	USD	DKK	USDDKK	0m	Outright
2194	USDEM1F	German Mark To United States Dollar 1 Month Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM1F	B	2194	USD	DEM	USDDEM	1m	Outright
2195	USDEM2F	German Mark To United States Dollar 2 Month Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM2F	B	2195	USD	DEM	USDDEM	2m	Outright
2196	USDEM2Y	German Mark To United States Dollar 2 Year Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM2Y	B	2196	USD	DEM	USDDEM	2y	Outright
2197	USDEM3F	German Mark To United States Dollar 3 Month Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM3F	B	2197	USD	DEM	USDDEM	3m	Outright
2198	USDEM5Y	German Mark To United States Dollar 5 Year Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM5Y	B	2198	USD	DEM	USDDEM	5y	Outright
2199	USDEM6F	German Mark To United States Dollar 6 Month Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM6F	B	2199	USD	DEM	USDDEM	6m	Outright
2200	USDEM9F	German Mark To United States Dollar 9 Month Forward	Germany	FX	WM/Refinitiv	Datastream	USDEM9F	B	2200	USD	DEM	USDDEM	9m	Outright
2201	USDEMON	German Mark To United States Dollar Overnight	Germany	FX	WM/Refinitiv	Datastream	USDEMON	B	2201	USD	DEM	USDDEM	ON	Outright
2202	USDEMTN	German Mark To United States Dollar Tomorrow-Next	Germany	FX	WM/Refinitiv	Datastream	USDEMTN	B	2202	USD	DEM	USDDEM	TN	Outright
2203	USDEMWF	German Mark To United States Dollar Spot-Week	Germany	FX	WM/Refinitiv	Datastream	USDEMWF	B	2203	USD	DEM	USDDEM	SW	Outright
2204	USDEMYF	German Mark To United States Dollar 1 Year Forward	Germany	FX	WM/Refinitiv	Datastream	USDEMYF	B	2204	USD	DEM	USDDEM	1y	Outright
2205	USDKK1F	Danish Krone To United States Dollar 1 Month Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK1F	B	2205	USD	DKK	USDDKK	1m	Outright
2206	USDKK2F	Danish Krone To United States Dollar 2 Month Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK2F	B	2206	USD	DKK	USDDKK	2m	Outright
2207	USDKK2Y	Danish Krone To United States Dollar 2 Year Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK2Y	B	2207	USD	DKK	USDDKK	2y	Outright
2208	USDKK3F	Danish Krone To United States Dollar 3 Month Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK3F	B	2208	USD	DKK	USDDKK	3m	Outright
2209	USDKK5Y	Danish Krone To United States Dollar 5 Year Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK5Y	B	2209	USD	DKK	USDDKK	5y	Outright
2210	USDKK6F	Danish Krone To United States Dollar 6 Month Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK6F	B	2210	USD	DKK	USDDKK	6m	Outright
2211	USDKK9F	Danish Krone To United States Dollar 9 Month Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKK9F	B	2211	USD	DKK	USDDKK	9m	Outright
2212	USDKKON	Danish Krone To United States Dollar Overnight	Denmark	FX	WM/Refinitiv	Datastream	USDKKON	B	2212	USD	DKK	USDDKK	ON	Outright
2213	USDKKTN	Danish Krone To United States Dollar Tomorrow-Next	Denmark	FX	WM/Refinitiv	Datastream	USDKKTN	B	2213	USD	DKK	USDDKK	TN	Outright
2214	USDKKWF	Danish Krone To United States Dollar Spot-Week	Denmark	FX	WM/Refinitiv	Datastream	USDKKWF	B	2214	USD	DKK	USDDKK	SW	Outright
2215	USDKKYF	Danish Krone To United States Dollar 1 Year Forward	Denmark	FX	WM/Refinitiv	Datastream	USDKKYF	B	2215	USD	DKK	USDDKK	1y	Outright
2216	USDOL1F	United States Dollar To United Kingdom Pound 1 Month Forward	United States	FX	Refinitiv	Datastream	USDOL1F	B	2216	GBP	USD	GBPUSD	1m	Outright
2217	USDOL3F	United States Dollar To United Kingdom Pound 3 Month Forward	United States	FX	Refinitiv	Datastream	USDOL3F	B	2217	GBP	USD	GBPUSD	3m	Outright
2218	USDOLLR	United States Dollar To United Kingdom Pound Spot	United States	FX	WM/Refinitiv	Datastream	USDOLLR	B	2218	GBP	USD	GBPUSD	0m	Outright
2219	USDOLSF	United States Dollar To Swiss Franc Spot	United States	FX	WM/Refinitiv	Datastream	USDOLSF	B	2219	CHF	USD	CHFUSD	0m	Outright
2220	USESP1F	Spanish Peseta To United States Dollar 1 Month Forward	Spain	FX	WM/Refinitiv	Datastream	USESP1F	B	2220	USD	ESP	USDESP	1m	Outright
2221	USESP2F	Spanish Peseta To United States Dollar 2 Month Forward	Spain	FX	WM/Refinitiv	Datastream	USESP2F	B	2221	USD	ESP	USDESP	2m	Outright
2222	USESP2Y	Spanish Peseta To United States Dollar 2 Year Forward	Spain	FX	WM/Refinitiv	Datastream	USESP2Y	B	2222	USD	ESP	USDESP	2y	Outright
2223	USESP3F	Spanish Peseta To United States Dollar 3 Month Forward	Spain	FX	WM/Refinitiv	Datastream	USESP3F	B	2223	USD	ESP	USDESP	3m	Outright
2224	USESP5Y	Spanish Peseta To United States Dollar 5 Year Forward	Spain	FX	WM/Refinitiv	Datastream	USESP5Y	B	2224	USD	ESP	USDESP	5y	Outright
2225	USESP6F	Spanish Peseta To United States Dollar 6 Month Forward	Spain	FX	WM/Refinitiv	Datastream	USESP6F	B	2225	USD	ESP	USDESP	6m	Outright
2226	USESP9F	Spanish Peseta To United States Dollar 9 Month Forward	Spain	FX	WM/Refinitiv	Datastream	USESP9F	B	2226	USD	ESP	USDESP	9m	Outright
2227	USESPON	Spanish Peseta To United States Dollar Overnight	Spain	FX	WM/Refinitiv	Datastream	USESPON	B	2227	USD	ESP	USDESP	ON	Outright
2228	USESPTN	Spanish Peseta To United States Dollar Tomorrow-Next	Spain	FX	WM/Refinitiv	Datastream	USESPTN	B	2228	USD	ESP	USDESP	TN	Outright
2229	USESPWF	Spanish Peseta To United States Dollar Spot-Week	Spain	FX	WM/Refinitiv	Datastream	USESPWF	B	2229	USD	ESP	USDESP	SW	Outright
2230	USESPYF	Spanish Peseta To United States Dollar 1 Year Forward	Spain	FX	WM/Refinitiv	Datastream	USESPYF	B	2230	USD	ESP	USDESP	1y	Outright
2231	USEUR1F	United States Dollar To Euro 1 Month Forward	United States	FX	WM/Refinitiv	Datastream	USEUR1F	B	2231	EUR	USD	EURUSD	1m	Outright
2232	USEUR1W	United States Dollar To Euro Spot-Week	United States	FX	WM/Refinitiv	Datastream	USEUR1W	B	2232	EUR	USD	EURUSD	SW	Outright
2233	USEUR1Y	United States Dollar To Euro 1 Year Forward	United States	FX	WM/Refinitiv	Datastream	USEUR1Y	B	2233	EUR	USD	EURUSD	1y	Outright
2234	USEUR2F	United States Dollar To Euro 2 Month Forward	United States	FX	WM/Refinitiv	Datastream	USEUR2F	B	2234	EUR	USD	EURUSD	2m	Outright
2235	USEUR2Y	United States Dollar To Euro 2 Year Forward	United States	FX	WM/Refinitiv	Datastream	USEUR2Y	B	2235	EUR	USD	EURUSD	2y	Outright
2236	USEUR3F	United States Dollar To Euro 3 Month Forward	United States	FX	WM/Refinitiv	Datastream	USEUR3F	B	2236	EUR	USD	EURUSD	3m	Outright
2237	USEUR5Y	United States Dollar To Euro 5 Year Forward	United States	FX	WM/Refinitiv	Datastream	USEUR5Y	B	2237	EUR	USD	EURUSD	5y	Outright
2238	USEUR6F	United States Dollar To Euro 6 Month Forward	United States	FX	WM/Refinitiv	Datastream	USEUR6F	B	2238	EUR	USD	EURUSD	6m	Outright
2239	USEUR9F	United States Dollar To Euro 9 Month Forward	United States	FX	WM/Refinitiv	Datastream	USEUR9F	B	2239	EUR	USD	EURUSD	9m	Outright
2240	USEURO.	Euro To United States Dollar Spot	Eurozone	FX	GTIS - FTID/TR	Datastream	USEURO.	B	2240	USD	EUR	USDEUR	0m	Outright
2241	USEURON	United States Dollar To Euro Overnight	United States	FX	WM/Refinitiv	Datastream	USEURON	B	2241	EUR	USD	EURUSD	ON	Outright
2242	USEURSP	United States Dollar To Euro Spot	United States	FX	WM/Refinitiv	Datastream	USEURSP	B	2242	EUR	USD	EURUSD	0m	Outright
2243	USEURTN	United States Dollar To Euro Tomorrow-Next	United States	FX	WM/Refinitiv	Datastream	USEURTN	B	2243	EUR	USD	EURUSD	TN	Outright
2244	USFIM1F	Finnish Markka To United States Dollar 1 Month Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM1F	B	2244	USD	FIM	USDFIM	1m	Outright
2245	USFIM2F	Finnish Markka To United States Dollar 2 Month Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM2F	B	2245	USD	FIM	USDFIM	2m	Outright
2246	USFIM2Y	Finnish Markka To United States Dollar 2 Year Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM2Y	B	2246	USD	FIM	USDFIM	2y	Outright
2247	USFIM3F	Finnish Markka To United States Dollar 3 Month Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM3F	B	2247	USD	FIM	USDFIM	3m	Outright
2248	USFIM5Y	Finnish Markka To United States Dollar 5 Year Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM5Y	B	2248	USD	FIM	USDFIM	5y	Outright
2249	USFIM6F	Finnish Markka To United States Dollar 6 Month Forward	Finland	FX	WM/Refinitiv	Datastream	USFIM6F	B	2249	USD	FIM	USDFIM	6m	Outright
